REVIEW_YEAR,EFFECTIVE_DATE,PREMIUM_BEFORE,SUM_ASSURED_BEFORE,CRITICAL_ILLNESS_BEFORE,AGE_AT_REVIEW,OPTIMUM_PREMIUM_5Y,OPTIMUM_PREMIUM_10Y,BRANCH,REVIEW_OUTCOME,ASSIGNED_FLAG,ASTERISKED_ORPHAN,SINGLE,JOINT_LIFE_1ST,DUAL_LIFE,PRIMARY_AGENT_STATUS
25,08/08/2016,303.88,234795.0,Yes,57,387.79,516.98,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
30,09/08/2021,100.0,234795.0,Yes,57,126.71,228.27,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,08/08/2016,557.73,422130.0,Yes,56,775.07,1065.3,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
30,09/08/2021,989.21,422130.0,Yes,56,1787.66,2231.17,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,15/08/2016,533.29,48409.0,No,60,609.55,1089.94,South Dublin,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,15/08/2016,210.42,134759.5,No,54,231.41,400.18,Cork,Option 1 - 5 year increase,Y,N,N,Y,N,Active
30,16/08/2021,295.34,134759.5,No,54,743.47,1043.78,Cork,Option 3 - Maintain current premium and reduce benefits,Y,N,N,Y,N,Active
25,19/08/2016,128.98,171991.0,No,55,134.71,227.21,Tralee,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
30,19/08/2021,171.94,171991.0,No,55,406.53,555.75,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
25,19/08/2016,128.98,172845.0,No,53,264.4,345.94,South Dublin,Lapsed Immediately,N,N,N,Y,N,Inactive
25,22/08/2016,404.62,65993.0,No,70,444.67,633.9,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
25,29/08/2016,228.78,65993.0,No,65,373.72,513.89,Cork,Option 1 - 5 year increase,N,N,N,Y,N,Active
30,27/08/2021,476.97,65993.0,No,65,879.26,1167.13,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Active
25,01/09/2016,110.0,39075.0,No,72,115.73,189.64,South Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
30,01/09/2021,254.92,39075.0,No,72,277.8,367.0,South Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,05/09/2016,1200.0,426958.0,No,61,1573.4,2891.71,East Gate,Option 3a - Reduce Premium and Benefits,N,Y,N,N,Y,Inactive
25,01/09/2016,412.13,51707.0,No,73,523.69,720.06,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
30,01/09/2021,413.27,51707.0,No,73,493.37,670.45,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,05/09/2016,181.76,94188.0,Yes,59,240.89,319.55,Moynalty,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
30,03/09/2021,287.15,94188.0,Yes,59,455.92,575.1,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,06/09/2016,140.71,197320.0,Yes,57,222.73,333.34,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
25,05/09/2016,196.97,31024.0,No,72,423.92,580.77,Galway,Lapsed Immediately,N,N,N,Y,N,Inactive
25,12/09/2016,355.61,27980.0,No,69,533.89,774.15,South Dublin,Option 3a - Reduce Premium and Benefits,N,N,Y,N,N,Inactive
25,01/09/2016,147.0,83311.0,No,62,366.33,490.28,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
25,19/09/2016,128.98,105587.5,No,58,163.32,303.98,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
30,20/09/2021,164.62,105587.5,No,58,538.41,739.61,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
25,23/09/2016,149.25,51707.0,No,73,370.48,497.07,Moynalty,Lapsed Immediately,Y,N,N,Y,N,Inactive
25,26/09/2016,273.57,155126.5,No,59,420.41,671.64,South Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
30,27/09/2021,389.26,155126.5,No,59,974.63,1364.05,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
25,06/10/2017,236.18,124114.5,No,61,503.16,658.11,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
30,06/10/2021,395.04,124114.5,No,61,419.84,653.4,Galway,Option 2 - 10 year increase,N,N,N,N,Y,Inactive
25,24/10/2016,110.0,32995.5,Yes,76,197.74,330.77,Moynalty,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
30,26/10/2021,160.0,32995.5,Yes,76,412.7,525.21,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,28/10/2016,326.09,236367.0,Yes,56,589.24,768.95,Moynalty,Option 1a - Other Premium Increase,N,Y,N,N,Y,Inactive
25,28/10/2016,284.85,83311.0,No,62,527.03,732.98,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,01/11/2016,349.39,103413.0,No,57,643.04,838.95,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
30,01/11/2021,445.91,103413.0,No,57,791.01,1056.01,Dublin,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
25,15/11/2016,206.41,117915.5,No,63,452.42,623.11,South Dublin,Option 3a - Reduce Premium and Benefits,N,Y,N,N,Y,Inactive
30,15/11/2021,76.58,117915.5,No,63,139.53,193.42,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
25,14/11/2016,103.03,51320.0,No,63,156.43,232.25,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
30,12/11/2021,131.49,51320.0,No,63,339.38,426.17,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
25,14/11/2016,251.4,66351.0,No,69,449.73,598.0,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
25,28/11/2016,233.88,28092.5,No,74,492.28,652.95,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
30,26/11/2021,298.49,28092.5,No,74,601.69,752.81,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
25,21/11/2016,121.55,81034.0,Yes,52,184.49,239.8,Galway South,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
25,21/11/2016,177.21,235831.0,No,60,296.41,390.33,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
30,22/11/2021,378.3,235831.0,No,60,639.53,884.54,Galway,Lapsed Immediately,N,N,N,N,Y,Inactive
25,21/11/2016,499.81,103334.0,Yes,64,682.84,955.94,Dublin,Option 1a - Other Premium Increase,N,N,N,Y,N,Active
15,23/12/2019,98.52,13781.5,No,75,123.32,164.81,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
25,28/11/2016,213.3,65993.0,No,64,283.87,438.34,Galway South,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
30,26/11/2021,272.24,65993.0,No,64,642.18,851.93,Galway South,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
25,05/12/2016,128.98,220599.0,No,51,205.27,276.8,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
30,06/12/2021,164.62,220599.0,No,51,359.16,464.05,South Dublin,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,02/12/2016,165.38,109847.0,No,58,192.09,326.07,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
25,05/12/2016,1602.17,100881.0,No,65,3339.03,4588.34,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
30,06/12/2021,4261.54,100881.0,No,65,7741.63,10522.66,Dublin,Lapsed Immediately,N,N,Y,N,N,Inactive
25,12/12/2016,276.65,127840.0,No,57,608.45,804.86,South Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,13/12/2016,122.56,31764.5,Yes,69,200.76,276.1,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
25,30/12/2016,150.0,89915.0,Yes,69,228.2,309.26,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
30,30/12/2021,228.2,89915.0,Yes,69,441.78,555.25,Moynalty,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
25,30/12/2016,255.27,48798.0,No,60,404.02,516.53,South Dublin,Option 3a - Reduce Premium and Benefits,N,Y,N,N,Y,Inactive
30,30/12/2021,191.45,48798.0,No,60,261.07,381.21,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
25,09/01/2017,319.73,109848.5,No,62,371.23,595.75,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Active
25,30/01/2017,106.11,63985.5,No,56,121.37,229.13,South Dublin,Option 4 - Cover allowed to expire,N,N,N,Y,N,Inactive
25,24/01/2017,128.98,98541.0,No,58,205.27,263.45,Moynalty,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,24/01/2017,260.51,48086.5,No,63,491.25,674.79,South Dublin,Option 1 - 5 year increase,N,Y,N,Y,N,Active
20,21/06/2021,1556.07,141424.0,Yes,54,1936.98,2256.94,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
15,20/06/2016,2213.13,141424.0,Yes,54,5441.19,6149.23,Moynalty,Option 1a - Other Premium Increase,N,N,Y,N,N,Inactive
25,06/02/2017,187.54,214991.5,No,64,345.84,557.04,Dublin,Lapsed Immediately,N,N,Y,N,N,Active
25,16/02/2017,85.0,510513.0,No,51,105.99,155.57,South Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,13/02/2017,296.06,84226.5,No,75,324.67,581.14,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,27/02/2017,335.8,62048.5,No,63,579.86,730.5,South Dublin,Option 3a - Reduce Premium and Benefits,N,Y,Y,N,N,Inactive
25,20/02/2017,345.04,103414.5,Yes,53,648.23,822.7,South Dublin,Option 3a - Reduce Premium and Benefits,Y,Y,N,Y,N,Inactive
25,27/02/2017,191.45,27175.5,No,75,328.76,410.3,Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
25,06/03/2017,325.86,61369.0,No,62,478.4,717.24,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,06/03/2017,139.94,188549.5,No,53,223.86,332.1,Galway,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,20/03/2017,128.95,72389.5,No,55,300.61,398.83,South Dublin,Option 3 - Maintain current premium and reduce benefits,Y,Y,N,N,Y,Inactive
25,10/03/2017,188.39,63487.0,No,76,361.95,455.62,East Gate,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
25,20/03/2017,214.98,168452.0,No,60,291.27,502.01,Galway,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,27/03/2017,92.61,103414.5,No,58,113.6,203.72,Moynalty,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
25,27/03/2017,134.01,114903.5,No,59,237.01,375.75,South Dublin,Option 3a - Reduce Premium and Benefits,N,Y,N,N,Y,Inactive
25,15/03/2017,180.0,31024.0,No,72,340.2,456.53,Moynalty,Lapsed Immediately,N,Y,N,N,Y,Inactive
25,30/03/2017,1384.76,135428.5,No,56,1643.82,2363.85,Cork,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
25,03/04/2017,603.06,52701.0,No,71,1220.7,1676.3,Cork,Lapsed Immediately,N,N,N,Y,N,Active
26,04/04/2018,501.71,13158.0,No,83,961.17,1136.58,South Dublin,Option 3a - Reduce Premium and Benefits,N,Y,Y,N,N,Inactive
25,18/04/2017,128.95,107175.5,No,57,161.38,233.86,South Dublin,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,10/04/2017,128.95,172845.0,No,54,254.83,341.61,Dublin,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,10/04/2017,276.92,135429.0,No,54,305.53,551.51,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
25,28/04/2017,128.95,58733.0,No,67,279.63,412.66,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
25,28/04/2017,172.01,98988.0,No,66,336.04,528.63,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,08/05/2017,577.55,39595.0,No,69,1324.8,1740.37,Moynalty,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
25,15/05/2017,345.88,39595.0,No,70,466.96,620.93,Tralee,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
25,22/05/2017,105.54,86670.5,No,66,228.56,307.23,Cork,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
25,29/05/2017,226.29,164425.0,Yes,53,308.3,421.29,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,29/05/2017,235.31,131986.0,No,60,493.71,696.8,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,19/06/2017,203.96,157472.5,No,68,512.91,691.68,Dublin,Lapsed Immediately,N,N,Y,N,N,Inactive
25,23/06/2017,131.87,60775.0,Yes,60,234.87,296.38,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,26/06/2017,172.01,50535.0,No,71,336.04,490.99,Galway South,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,30/06/2017,138.63,41366.0,No,70,366.54,478.11,South Dublin,Lapsed Immediately,N,N,N,Y,N,Inactive
25,11/12/2017,457.31,275625.0,No,53,518.32,979.71,Tralee,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
25,10/07/2017,43.5,141387.0,No,55,96.91,137.45,Galway,Option 4 - Cover allowed to expire,Y,N,N,N,Y,Inactive
25,17/07/2017,140.71,96907.5,No,68,279.94,448.24,Moynalty,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
25,31/07/2017,128.95,134064.5,No,57,300.61,393.11,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,31/07/2017,469.67,77559.5,Yes,54,499.22,660.81,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,08/08/2017,245.51,131629.0,No,64,407.61,688.4,East Gate,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
25,24/08/2017,259.81,62048.5,No,72,517.26,676.97,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
25,28/08/2017,263.61,61847.0,No,64,495.31,668.83,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
25,30/08/2017,63.89,48764.0,No,68,184.06,234.13,South Dublin,Option 1 - 5 year increase,N,Y,N,Y,N,Inactive
25,04/09/2017,102.1,130783.5,No,57,121.18,192.23,South Dublin,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,18/09/2017,157.5,103414.5,No,64,195.65,286.24,Moynalty,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Inactive
25,22/09/2017,145.87,125702.0,No,61,209.77,306.56,Cork,Lapsed Immediately,N,Y,N,N,Y,Inactive
25,22/09/2017,271.44,132549.0,No,60,414.47,667.6,South Dublin,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
25,31/10/2017,60.78,155179.0,No,61,66.51,138.99,Galway South,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
25,31/10/2017,496.77,86043.0,No,69,542.53,747.48,South Dublin,Option 3a - Reduce Premium and Benefits,N,Y,Y,N,N,Inactive
25,27/11/2017,128.95,65003.5,No,61,144.21,244.35,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,27/11/2017,197.11,35549.5,No,72,332.52,450.75,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,04/12/2017,354.14,126165.5,No,53,689.73,893.29,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,15/12/2017,1246.65,38501.0,No,70,1871.53,2686.9,Cork,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
25,18/12/2017,159.43,58306.0,No,74,197.58,377.81,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,18/12/2017,128.98,79629.5,No,61,197.64,331.15,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
25,18/12/2017,128.98,29296.0,No,69,363.58,472.76,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
25,22/12/2017,240.0,24037.0,No,80,491.72,620.92,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,22/12/2017,128.98,51615.5,No,73,262.49,380.26,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
25,27/12/2017,182.53,160006.5,No,60,350.36,498.16,Cork,Option 1 - 5 year increase,Y,N,Y,N,N,Inactive
25,31/01/2018,128.95,14737.0,No,85,210.97,261.03,South Dublin,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
25,22/01/2018,196.63,13000.0,No,82,480.79,594.49,South Dublin,Lapsed Immediately,N,N,N,N,Y,Inactive
25,01/02/2018,200.11,38501.5,No,55,406.08,563.4,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,05/02/2018,150.86,90606.5,No,60,354.94,490.82,Cork,Option 3 - Maintain current premium and reduce benefits,Y,N,N,N,Y,Inactive
25,09/02/2018,128.95,197977.0,No,57,155.66,299.66,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,12/02/2018,116.36,77406.5,No,63,251.78,334.75,Fermoy,Lapsed Immediately,N,N,N,Y,N,Active
25,19/02/2018,1031.96,85996.5,No,62,1230.15,1881.81,Tralee,Option 1 - 5 year increase,Y,N,N,Y,N,Inactive
25,05/03/2018,42.0,69994.5,No,59,80.15,119.26,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,12/03/2018,199.63,61577.5,Yes,56,224.43,336.47,Tralee,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,12/03/2018,157.3,168453.0,No,59,264.11,383.31,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,28/03/2018,217.41,74198.5,No,60,400.48,522.53,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,20/03/2018,264.81,114865.5,No,73,573.72,737.25,Moynalty,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
25,22/03/2018,236.71,231525.0,No,59,393.09,616.68,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,15/03/2018,114.87,155120.0,No,49,153.01,230.75,Galway,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,09/04/2018,185.22,152496.0,No,55,338.75,442.68,Galway,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,09/04/2018,200.0,364652.0,Yes,57,216.22,297.27,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,16/04/2018,50.0,101378.5,No,71,84.34,125.35,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,16/04/2018,50.79,63487.0,No,61,79.41,137.59,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
25,30/04/2018,116.96,98490.0,No,58,275.27,362.52,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,27/04/2018,227.55,13199.0,No,85,433.51,523.87,South Dublin,Lapsed Immediately,N,N,Y,N,N,Inactive
25,30/04/2018,102.1,328134.0,Yes,64,184.12,280.91,South Dublin,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
25,30/04/2018,152.31,7001.0,No,86,248.64,277.36,South Dublin,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
25,30/04/2018,36.0,50000.0,No,63,70.34,86.56,Galway South,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
25,21/05/2018,100.0,82731.0,No,69,172.48,243.05,Roscommon,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
25,31/05/2018,128.95,51051.5,No,58,296.79,389.29,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,Y,N,Inactive
25,18/05/2018,137.6,62851.0,No,60,299.72,406.04,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
25,15/06/2018,125.76,9721.5,No,83,240.2,262.73,South Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,28/06/2018,195.01,134064.5,No,56,326.6,475.36,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,11/06/2018,128.95,43046.0,No,69,231.95,296.79,South Dublin,Option 1 - 5 year increase,N,Y,N,Y,N,Inactive
25,29/06/2018,170.56,316767.0,Yes,52,340.31,454.73,Dublin,Option 3 - Maintain current premium and reduce benefits,Y,N,N,N,Y,Inactive
25,02/07/2018,281.43,51707.5,No,71,327.2,542.68,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,19/07/2018,80.0,74198.5,No,60,205.89,265.97,Moynalty,Lapsed Immediately,N,N,N,Y,N,Inactive
25,20/07/2018,177.66,25523.5,No,70,324.51,427.49,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,30/07/2018,71.11,63487.0,No,69,234.23,304.45,Dublin,Lapsed Immediately,Y,Y,Y,N,N,Inactive
30,31/07/2020,219.53,135871.0,No,64,410.23,571.86,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
25,13/08/2018,628.43,132369.0,No,62,671.33,895.79,Galway South,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
25,17/08/2018,172.0,41068.5,No,67,380.84,546.75,Roscommon,Option 4 - Cover allowed to expire,N,N,N,Y,N,Inactive
25,28/11/2016,105.6,51707.0,No,72,263.91,347.35,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
30,29/11/2021,160.0,51707.0,No,72,324.03,399.83,Dublin,Lapsed Immediately,N,N,N,Y,N,Inactive
25,20/08/2018,141.5,78095.0,No,69,313.16,428.06,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,24/08/2018,174.25,40995.5,No,70,313.47,431.71,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,10/09/2018,241.78,101070.0,No,57,266.58,406.75,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,17/09/2018,1092.75,62048.5,No,69,2655.08,3504.83,South Dublin,Lapsed Immediately,N,N,N,Y,N,Inactive
25,17/09/2018,304.74,38092.5,No,65,831.02,1117.05,Tralee,Option 1 - 5 year increase,N,N,N,Y,N,Active
25,24/09/2018,38.09,23209.0,No,66,115.35,143.49,Tralee,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
25,08/10/2018,244.72,31086.5,No,77,418.27,503.12,South Dublin,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
25,08/10/2018,206.64,198820.0,No,61,261.96,386.39,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,15/10/2018,101.08,50280.5,No,68,227.92,291.8,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
25,06/02/2017,526.81,70349.0,No,68,1103.0,1440.0,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
25,05/11/2018,208.32,133203.0,Yes,49,400.94,493.44,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,12/11/2018,252.28,17825.5,No,76,608.89,727.83,Galway,Lapsed Immediately,N,N,N,Y,N,Inactive
25,07/12/2018,72.0,15181.0,No,78,195.98,233.66,South Dublin,Lapsed Immediately,N,N,N,N,Y,Inactive
25,17/12/2018,105.0,254618.0,Yes,52,194.65,315.75,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,24/12/2018,526.26,72245.5,No,77,1086.75,1384.15,Galway,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
25,10/12/2018,272.89,8170.0,No,95,440.7,477.65,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,10/12/2018,206.84,71620.5,Yes,46,279.32,348.45,Tralee,Option 3 - Maintain current premium and reduce benefits,Y,Y,N,N,Y,Inactive
25,24/12/2018,215.03,50535.0,Yes,69,253.18,408.6,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,28/12/2018,420.0,22751.5,Yes,76,1095.0,1348.0,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,28/12/2018,382.92,69486.5,Yes,69,824.33,977.34,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,14/01/2019,150.52,131987.5,Yes,54,272.58,292.14,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,21/01/2019,363.08,67968.5,No,69,595.7,823.57,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,28/01/2019,325.46,105589.0,Yes,58,539.03,602.91,Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
25,28/01/2019,215.03,29829.5,Yes,75,420.99,503.0,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,28/01/2019,289.41,73579.0,No,64,339.0,514.43,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
25,28/06/2019,54.14,50387.0,Yes,70,119.0,160.96,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,25/02/2019,310.28,98989.0,Yes,57,596.31,721.21,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,25/02/2019,391.41,110532.5,No,61,850.92,1095.93,South Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
25,08/03/2019,232.88,48921.5,Yes,64,362.56,450.28,South Dublin,Option 4 - Cover allowed to expire,N,N,Y,N,N,Inactive
25,04/03/2019,150.53,65993.5,Yes,56,360.32,361.28,South Dublin,Option 1a - Other Premium Increase,N,N,Y,N,N,Inactive
25,04/03/2019,239.64,100561.0,Yes,61,437.97,547.62,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,11/03/2019,161.26,40641.0,Yes,65,310.03,383.45,Fermoy,Option 1 - 5 year increase,N,N,N,Y,N,Active
25,25/03/2019,226.29,252676.0,No,59,264.44,513.31,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
25,19/03/2019,186.17,48066.5,No,64,468.42,590.46,Cork,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
25,21/03/2019,180.33,44297.0,Yes,68,428.25,497.87,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
25,25/03/2019,121.55,51707.5,No,68,153.97,221.69,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,25/03/2019,480.12,26458.0,Yes,71,769.91,1200.78,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,25/03/2019,164.14,73867.0,Yes,59,297.65,364.4,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Active
